Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,1.0,0,0,0,0,...,...,1.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,1.0,0,0,0,0,...,...,1.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0.0,0,0,0,0,...,...,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0.0,0,0,0,0,...,...,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,0,0.0,0,0,0,0,...,...,1.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0.0,0,0,0,0,...,...,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0.0,0,0,3,0,...,...,3.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0.0,0,0,0,0,...,...,0.0
LESÃO CORPORAL DOLOSA,8,16,30,20,16,19.0,22,25,20,25,...,...,201.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,8,7,7,10,9.0,11,12,9,12,...,...,95.0
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,0,0,0.0,3,1,0,0,...,...,7.0
LATROCÍNIO,0,0,0,0,0,0.0,0,0,0,0,...,...,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0.0,0,0,0,0,...,...,0.0
TOTAL DE ESTUPRO (4),2,1,0,0,0,0.0,2,1,2,2,...,...,10.0
ESTUPRO,1,1,0,0,0,0.0,1,0,2,1,...,...,6.0
ESTUPRO DE VULNERÁVEL,1,0,0,0,0,0.0,1,1,0,1,...,...,4.0
TOTAL DE ROUBO - OUTROS (1),232,238,208,141,156,231.0,179,163,181,177,...,...,1906.0
ROUBO - OUTROS,232,238,206,141,156,231.0,179,163,181,176,...,...,1903.0
ROUBO DE VEÍCULO,4,1,4,0,1,1.0,2,0,3,0,...,...,16.0
ROUBO A BANCO,0,0,0,0,0,0.0,0,0,0,0,...,...,0.0
ROUBO DE CARGA,0,0,2,0,0,0.0,0,0,0,1,...,...,3.0
FURTO - OUTROS,938,629,815,653,667,1433.0,713,665,681,638,...,...,7832.0
FURTO DE VEÍCULO,33,26,41,34,37,30.0,33,24,28,28,...,...,314.0
