Natureza,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Total
HOMICÍDIO DOLOSO (2),0,1,0,1,1,0,...,...,...,...,...,...,3.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,1,1,0,...,...,...,...,...,...,3.0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,0,0,0,...,...,...,...,...,...,2.0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,...,...,...,...,...,...,0.0
TENTATIVA DE HOMICÍDIO,0,0,0,0,1,0,...,...,...,...,...,...,1.0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,...,...,...,...,...,...,0.0
LESÃO CORPORAL DOLOSA,18,17,28,25,21,27,...,...,...,...,...,...,136.0
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,16,16,12,14,13,...,...,...,...,...,...,78.0
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,4,0,3,0,...,...,...,...,...,...,7.0
LATROCÍNIO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
TOTAL DE ESTUPRO (4),1,4,3,1,2,0,...,...,...,...,...,...,11.0
ESTUPRO,0,2,1,1,1,0,...,...,...,...,...,...,5.0
ESTUPRO DE VULNERÁVEL,1,2,2,0,1,0,...,...,...,...,...,...,6.0
TOTAL DE ROUBO - OUTROS (1),114,115,111,126,93,87,...,...,...,...,...,...,646.0
ROUBO - OUTROS,114,114,110,126,92,86,...,...,...,...,...,...,642.0
ROUBO DE VEÍCULO,9,14,14,9,2,7,...,...,...,...,...,...,55.0
ROUBO A BANCO,0,0,0,0,0,0,...,...,...,...,...,...,0.0
ROUBO DE CARGA,0,1,1,0,1,1,...,...,...,...,...,...,4.0
FURTO - OUTROS,260,256,284,230,268,232,...,...,...,...,...,...,1530.0
FURTO DE VEÍCULO,61,62,58,87,90,64,...,...,...,...,...,...,422.0
